"(PDH-CSV 4.0) (India Standard Time)(-330)","\\Z_ANXX1_HPPAVX1\Memory\% Committed Bytes In Use","\\Z_ANXX1_HPPAVX1\Memory\Available MBytes","\\Z_ANXX1_HPPAVX1\Processor Information(_Total)\% Processor Time"
"02/25/2023 11:24:11.691","83.745518485956253585","664","1.7715841246024766065"
"02/25/2023 11:24:12.683","83.721115739019850821","661","1.0625958364842147397"
"02/25/2023 11:24:13.699","83.667049646300043264","680","5.4157018965729664117"
"02/25/2023 11:24:14.697","84.450874357589256647","516","3.5754966755354500307"
"02/25/2023 11:24:15.692","84.319878365918967233","569","4.5748861194394807583"
"02/25/2023 11:24:16.682","84.080184876006143213","595","4.2580722183818808801"
"02/25/2023 11:24:17.688","84.087518249658756986","597","2.8181667754068051579"
"02/25/2023 11:24:18.690","84.208794004332460759","586","5.2453997712438411583"
"02/25/2023 11:24:19.685","84.168499611357333379","580","4.1974026527506813622"
"02/25/2023 11:24:20.697","84.164448195175367573","582","1.816643355081482003"
"02/25/2023 11:24:21.695","84.045999027799339842","618","2.0122830281114389983"
"02/25/2023 11:24:22.690","83.992199898695616866","614","3.0246242776425624754"
"02/25/2023 11:24:23.684","84.125614209129849996","595","5.237504267139625469"
"02/25/2023 11:24:24.696","84.196404177741243302","552","4.4997923727812523254"
"02/25/2023 11:24:25.689","84.715944199058213826","519","3.4962293541923816775"
"02/25/2023 11:24:26.675","84.726905027573678808","526","5.3503752452684461005"
"02/25/2023 11:24:27.692","85.247183122031202629","428","4.2969241198944851945"
"02/25/2023 11:24:28.679","85.666159909606491851","428","21.797075703259793045"
"02/25/2023 11:24:29.685","85.373185501753624749","465","19.102457099958801479"
"02/25/2023 11:24:30.696","85.415128731498285219","445","2.9129070834646553223"
"02/25/2023 11:24:31.695","85.517058122325011027","413","5.4669440406583724723"
"02/25/2023 11:24:32.691","85.451403093862211335","419","3.2462275691059194749"
"02/25/2023 11:24:33.685","85.420200853939206809","414","4.565032986847183949"
"02/25/2023 11:24:34.682","85.267283205238015853","446","1.9798698709218243152"
"02/25/2023 11:24:35.690","85.326154456782660418","436","2.6489340593993992989"
"02/25/2023 11:24:36.688","85.341088190987022699","440","6.5747958942248496683"
"02/25/2023 11:24:37.683","85.160281668687304091","401","3.1779960770442761131"
"02/25/2023 11:24:38.692","85.017351220598754935","405","2.8421531617090933786"
"02/25/2023 11:24:39.687","85.252647820220488484","351","8.6511306462205403989"
"02/25/2023 11:24:40.683","85.122358446270780519","412","5.9412566565648532446"
"02/25/2023 11:24:41.684","85.043481338080823662","421","1.8065260556488937915"
"02/25/2023 11:24:42.679","84.98153225169087932","482","5.3591938755516821402"
"02/25/2023 11:24:43.692","85.063769851127588595","606","2.5230852446472273876"
"02/25/2023 11:24:44.684","84.87632088011044118","658","4.5638850549913678734"
"02/25/2023 11:24:45.694","84.948901013692122319","665","2.3705094046215902104"
"02/25/2023 11:24:46.682","85.229422800529150095","625","4.9406361207599669427"
"02/25/2023 11:24:47.695","85.068889098490799938","652","2.7858224370445383578"
